year,city,country,avg_temp
1919,Varanasi,India,25.15
1920,Varanasi,India,25.51
1921,Varanasi,India,25.84
1922,Varanasi,India,25.26
1923,Varanasi,India,25.57
1924,Varanasi,India,25.76
1925,Varanasi,India,24.97
1926,Varanasi,India,25.22
1927,Varanasi,India,25.38
1928,Varanasi,India,25.79
1929,Varanasi,India,25.49
1930,Varanasi,India,25.40
1931,Varanasi,India,25.92
1932,Varanasi,India,25.78
1933,Varanasi,India,24.92
1934,Varanasi,India,25.39
1935,Varanasi,India,25.38
1936,Varanasi,India,25.15
1937,Varanasi,India,25.00
1938,Varanasi,India,25.39
1939,Varanasi,India,25.51
1940,Varanasi,India,25.37
1941,Varanasi,India,26.00
1942,Varanasi,India,25.74
1943,Varanasi,India,25.60
1944,Varanasi,India,25.30
1945,Varanasi,India,25.07
1946,Varanasi,India,25.44
1947,Varanasi,India,25.84
1948,Varanasi,India,25.70
1949,Varanasi,India,25.38
1950,Varanasi,India,25.16
1951,Varanasi,India,25.74
1952,Varanasi,India,25.93
1953,Varanasi,India,26.10
1954,Varanasi,India,25.71
1955,Varanasi,India,25.58
1956,Varanasi,India,25.40
1957,Varanasi,India,25.74
1958,Varanasi,India,26.53
1959,Varanasi,India,25.83
1960,Varanasi,India,25.84
1961,Varanasi,India,25.30
1962,Varanasi,India,25.37
1963,Varanasi,India,25.52
1964,Varanasi,India,25.61
1965,Varanasi,India,25.64
1966,Varanasi,India,26.35
1967,Varanasi,India,25.67
1968,Varanasi,India,25.31
1969,Varanasi,India,26.03
1970,Varanasi,India,25.54
1971,Varanasi,India,24.58
1972,Varanasi,India,25.63
1973,Varanasi,India,25.84
1974,Varanasi,India,25.70
1975,Varanasi,India,25.54
1976,Varanasi,India,25.71
1977,Varanasi,India,25.68
1978,Varanasi,India,25.28
1979,Varanasi,India,26.18
1980,Varanasi,India,25.94
1981,Varanasi,India,25.48
1982,Varanasi,India,25.60
1983,Varanasi,India,25.27
1984,Varanasi,India,25.50
1985,Varanasi,India,26.04
1986,Varanasi,India,25.58
1987,Varanasi,India,26.07
1988,Varanasi,India,26.16
1989,Varanasi,India,25.62
1990,Varanasi,India,25.64
1991,Varanasi,India,25.74
1992,Varanasi,India,25.89
1993,Varanasi,India,25.97
1994,Varanasi,India,25.95
1995,Varanasi,India,26.01
1996,Varanasi,India,25.99
1997,Varanasi,India,25.58
1998,Varanasi,India,26.12
1999,Varanasi,India,26.21
2000,Varanasi,India,25.93
2001,Varanasi,India,25.92
2002,Varanasi,India,26.49
2003,Varanasi,India,26.08
2004,Varanasi,India,25.95
2005,Varanasi,India,26.30
2006,Varanasi,India,26.28
2007,Varanasi,India,25.82
2008,Varanasi,India,25.66
2009,Varanasi,India,26.55
2010,Varanasi,India,26.67
2011,Varanasi,India,25.64
2012,Varanasi,India,26.09
2013,Varanasi,India,26.99
