year,city,country,avg_temp
1888,Bangalore,India,24.63
1889,Bangalore,India,24.73
1890,Bangalore,India,24.46
1891,Bangalore,India,24.95
1892,Bangalore,India,24.59
1893,Bangalore,India,24.38
1894,Bangalore,India,24.75
1895,Bangalore,India,24.78
1896,Bangalore,India,25.12
1897,Bangalore,India,25.30
1898,Bangalore,India,24.87
1899,Bangalore,India,24.74
1900,Bangalore,India,25.44
1901,Bangalore,India,25.09
1902,Bangalore,India,25.06
1903,Bangalore,India,24.82
1904,Bangalore,India,24.53
1905,Bangalore,India,24.92
1906,Bangalore,India,25.09
1907,Bangalore,India,24.74
1908,Bangalore,India,24.66
1909,Bangalore,India,24.61
1910,Bangalore,India,24.42
1911,Bangalore,India,24.76
1912,Bangalore,India,25.00
1913,Bangalore,India,25.00
1914,Bangalore,India,25.02
1915,Bangalore,India,25.22
1916,Bangalore,India,24.75
1917,Bangalore,India,24.46
1918,Bangalore,India,24.74
1919,Bangalore,India,25.06
1920,Bangalore,India,24.99
1921,Bangalore,India,24.88
1922,Bangalore,India,24.74
1923,Bangalore,India,24.84
1924,Bangalore,India,24.89
1925,Bangalore,India,24.69
1926,Bangalore,India,25.14
1927,Bangalore,India,25.06
1928,Bangalore,India,25.06
1929,Bangalore,India,24.87
1930,Bangalore,India,24.86
1931,Bangalore,India,25.24
1932,Bangalore,India,24.68
1933,Bangalore,India,24.61
1934,Bangalore,India,24.81
1935,Bangalore,India,24.93
1936,Bangalore,India,24.99
1937,Bangalore,India,24.96
1938,Bangalore,India,24.91
1939,Bangalore,India,24.84
1940,Bangalore,India,24.92
1941,Bangalore,India,25.55
1942,Bangalore,India,25.23
1943,Bangalore,India,24.69
1944,Bangalore,India,24.92
1945,Bangalore,India,25.05
1946,Bangalore,India,24.97
1947,Bangalore,India,25.02
1948,Bangalore,India,25.21
1949,Bangalore,India,24.92
1950,Bangalore,India,24.85
1951,Bangalore,India,25.03
1952,Bangalore,India,25.12
1953,Bangalore,India,25.18
1954,Bangalore,India,24.92
1955,Bangalore,India,24.78
1956,Bangalore,India,24.73
1957,Bangalore,India,25.11
1958,Bangalore,India,25.29
1959,Bangalore,India,25.24
1960,Bangalore,India,25.07
1961,Bangalore,India,24.97
1962,Bangalore,India,24.90
1963,Bangalore,India,25.04
1964,Bangalore,India,25.09
1965,Bangalore,India,25.04
1966,Bangalore,India,25.32
1967,Bangalore,India,24.87
1968,Bangalore,India,25.00
1969,Bangalore,India,25.36
1970,Bangalore,India,24.95
1971,Bangalore,India,24.74
1972,Bangalore,India,25.22
1973,Bangalore,India,25.40
1974,Bangalore,India,24.94
1975,Bangalore,India,24.86
1976,Bangalore,India,25.13
1977,Bangalore,India,25.20
1978,Bangalore,India,25.07
1979,Bangalore,India,25.44
1980,Bangalore,India,25.45
1981,Bangalore,India,25.17
1982,Bangalore,India,25.42
1983,Bangalore,India,25.59
1984,Bangalore,India,25.08
1985,Bangalore,India,25.31
1986,Bangalore,India,25.51
1987,Bangalore,India,25.81
1988,Bangalore,India,25.50
1989,Bangalore,India,25.20
1990,Bangalore,India,25.25
1991,Bangalore,India,25.49
1992,Bangalore,India,25.16
1993,Bangalore,India,25.22
1994,Bangalore,India,25.22
1995,Bangalore,India,25.44
1996,Bangalore,India,25.41
1997,Bangalore,India,25.68
1998,Bangalore,India,26.01
1999,Bangalore,India,25.29
2000,Bangalore,India,25.34
2001,Bangalore,India,25.53
2002,Bangalore,India,25.76
2003,Bangalore,India,25.92
2004,Bangalore,India,25.25
2005,Bangalore,India,25.48
2006,Bangalore,India,25.42
2007,Bangalore,India,25.46
2008,Bangalore,India,25.35
2009,Bangalore,India,25.73
2010,Bangalore,India,25.71
2011,Bangalore,India,25.36
2012,Bangalore,India,26.04
2013,Bangalore,India,26.61
1796,Bhopal,India,25.06
1797,Bhopal,India,26.27
1798,Bhopal,India,24.24
1799,Bhopal,India,25.33
1800,Bhopal,India,25.30
1801,Bhopal,India,24.15
1802,Bhopal,India,25.77
1803,Bhopal,India,25.53
1804,Bhopal,India,25.88
1805,Bhopal,India,25.41
1806,Bhopal,India,25.31
1807,Bhopal,India,24.64
1808,Bhopal,India,
1809,Bhopal,India,
1810,Bhopal,India,
1811,Bhopal,India,
1812,Bhopal,India,
1813,Bhopal,India,24.66
1814,Bhopal,India,23.84
1815,Bhopal,India,24.19
1816,Bhopal,India,23.81
1817,Bhopal,India,23.98
1818,Bhopal,India,24.33
1819,Bhopal,India,24.04
1820,Bhopal,India,24.23
1821,Bhopal,India,24.91
1822,Bhopal,India,24.98
1823,Bhopal,India,24.86
1824,Bhopal,India,25.43
1825,Bhopal,India,25.18
1826,Bhopal,India,25.24
1827,Bhopal,India,25.34
1828,Bhopal,India,25.01
1829,Bhopal,India,24.83
1830,Bhopal,India,25.05
1831,Bhopal,India,24.63
1832,Bhopal,India,24.80
1833,Bhopal,India,24.93
1834,Bhopal,India,24.91
1835,Bhopal,India,24.04
1836,Bhopal,India,24.64
1837,Bhopal,India,24.58
1838,Bhopal,India,24.60
1839,Bhopal,India,24.67
1840,Bhopal,India,24.84
1841,Bhopal,India,24.60
1842,Bhopal,India,24.81
1843,Bhopal,India,24.67
1844,Bhopal,India,24.45
1845,Bhopal,India,24.73
1846,Bhopal,India,25.22
1847,Bhopal,India,24.71
1848,Bhopal,India,24.65
1849,Bhopal,India,24.61
1850,Bhopal,India,24.92
1851,Bhopal,India,24.85
1852,Bhopal,India,24.76
1853,Bhopal,India,25.05
1854,Bhopal,India,25.15
1855,Bhopal,India,25.16
1856,Bhopal,India,24.68
1857,Bhopal,India,24.33
1858,Bhopal,India,24.95
1859,Bhopal,India,25.04
1860,Bhopal,India,24.79
1861,Bhopal,India,24.69
1862,Bhopal,India,20.12
1863,Bhopal,India,
1864,Bhopal,India,
1865,Bhopal,India,25.16
1866,Bhopal,India,25.22
1867,Bhopal,India,25.27
1868,Bhopal,India,25.04
1869,Bhopal,India,25.16
1870,Bhopal,India,24.92
1871,Bhopal,India,24.99
1872,Bhopal,India,24.99
1873,Bhopal,India,25.08
1874,Bhopal,India,25.03
1875,Bhopal,India,25.31
1876,Bhopal,India,25.15
1877,Bhopal,India,25.37
1878,Bhopal,India,25.76
1879,Bhopal,India,24.77
1880,Bhopal,India,25.34
1881,Bhopal,India,24.84
1882,Bhopal,India,24.86
1883,Bhopal,India,24.72
1884,Bhopal,India,24.44
1885,Bhopal,India,24.61
1886,Bhopal,India,25.04
1887,Bhopal,India,24.76
1888,Bhopal,India,25.02
1889,Bhopal,India,25.38
1890,Bhopal,India,25.23
1891,Bhopal,India,24.84
1892,Bhopal,India,25.52
1893,Bhopal,India,23.97
1894,Bhopal,India,25.06
1895,Bhopal,India,25.34
1896,Bhopal,India,26.14
1897,Bhopal,India,25.84
1898,Bhopal,India,25.59
1899,Bhopal,India,25.99
1900,Bhopal,India,25.96
1901,Bhopal,India,25.54
1902,Bhopal,India,25.99
1903,Bhopal,India,25.11
1904,Bhopal,India,25.12
1905,Bhopal,India,25.07
1906,Bhopal,India,25.16
1907,Bhopal,India,25.14
1908,Bhopal,India,25.09
1909,Bhopal,India,24.99
1910,Bhopal,India,24.87
1911,Bhopal,India,25.39
1912,Bhopal,India,25.52
1913,Bhopal,India,25.22
1914,Bhopal,India,25.40
1915,Bhopal,India,25.76
1916,Bhopal,India,25.13
1917,Bhopal,India,24.10
1918,Bhopal,India,25.40
1919,Bhopal,India,25.08
1920,Bhopal,India,25.39
1921,Bhopal,India,25.94
1922,Bhopal,India,25.25
1923,Bhopal,India,25.45
1924,Bhopal,India,25.41
1925,Bhopal,India,25.03
1926,Bhopal,India,25.08
1927,Bhopal,India,24.90
1928,Bhopal,India,25.49
1929,Bhopal,India,25.37
1930,Bhopal,India,25.39
1931,Bhopal,India,25.77
1932,Bhopal,India,25.52
1933,Bhopal,India,24.87
1934,Bhopal,India,25.00
1935,Bhopal,India,24.96
1936,Bhopal,India,25.05
1937,Bhopal,India,24.94
1938,Bhopal,India,25.24
1939,Bhopal,India,25.28
1940,Bhopal,India,25.17
1941,Bhopal,India,26.18
1942,Bhopal,India,25.47
1943,Bhopal,India,25.19
1944,Bhopal,India,25.06
1945,Bhopal,India,24.81
1946,Bhopal,India,25.50
1947,Bhopal,India,25.49
1948,Bhopal,India,25.56
1949,Bhopal,India,25.67
1950,Bhopal,India,25.04
1951,Bhopal,India,25.67
1952,Bhopal,India,25.98
1953,Bhopal,India,26.17
1954,Bhopal,India,25.63
1955,Bhopal,India,25.27
1956,Bhopal,India,25.24
1957,Bhopal,India,25.37
1958,Bhopal,India,26.15
1959,Bhopal,India,25.68
1960,Bhopal,India,25.67
1961,Bhopal,India,25.00
1962,Bhopal,India,25.20
1963,Bhopal,India,25.31
1964,Bhopal,India,25.52
1965,Bhopal,India,25.64
1966,Bhopal,India,25.98
1967,Bhopal,India,25.42
1968,Bhopal,India,25.12
1969,Bhopal,India,25.94
1970,Bhopal,India,25.37
1971,Bhopal,India,24.74
1972,Bhopal,India,25.59
1973,Bhopal,India,25.77
1974,Bhopal,India,25.64
1975,Bhopal,India,25.22
1976,Bhopal,India,25.82
1977,Bhopal,India,25.83
1978,Bhopal,India,25.34
1979,Bhopal,India,26.00
1980,Bhopal,India,26.07
1981,Bhopal,India,25.71
1982,Bhopal,India,25.54
1983,Bhopal,India,25.09
1984,Bhopal,India,25.47
1985,Bhopal,India,25.87
1986,Bhopal,India,25.72
1987,Bhopal,India,26.15
1988,Bhopal,India,26.19
1989,Bhopal,India,25.63
1990,Bhopal,India,25.44
1991,Bhopal,India,25.82
1992,Bhopal,India,25.91
1993,Bhopal,India,25.75
1994,Bhopal,India,25.33
1995,Bhopal,India,25.73
1996,Bhopal,India,25.90
1997,Bhopal,India,25.09
1998,Bhopal,India,26.12
1999,Bhopal,India,25.74
2000,Bhopal,India,25.93
2001,Bhopal,India,25.95
2002,Bhopal,India,26.55
2003,Bhopal,India,26.14
2004,Bhopal,India,26.22
2005,Bhopal,India,25.82
2006,Bhopal,India,26.04
2007,Bhopal,India,25.95
2008,Bhopal,India,25.65
2009,Bhopal,India,26.68
2010,Bhopal,India,26.61
2011,Bhopal,India,25.72
2012,Bhopal,India,25.82
2013,Bhopal,India,26.37
1796,Delhi,India,25.03
1797,Delhi,India,26.71
1798,Delhi,India,24.29
1799,Delhi,India,25.28
1800,Delhi,India,25.21
1801,Delhi,India,24.22
1802,Delhi,India,25.63
1803,Delhi,India,25.38
1804,Delhi,India,25.68
1805,Delhi,India,25.30
1806,Delhi,India,25.22
1807,Delhi,India,24.97
1808,Delhi,India,
1809,Delhi,India,
1810,Delhi,India,
1811,Delhi,India,
1812,Delhi,India,
1813,Delhi,India,24.56
1814,Delhi,India,23.73
1815,Delhi,India,24.09
1816,Delhi,India,23.70
1817,Delhi,India,23.86
1818,Delhi,India,24.37
1819,Delhi,India,23.90
1820,Delhi,India,24.12
1821,Delhi,India,24.83
1822,Delhi,India,24.93
1823,Delhi,India,24.63
1824,Delhi,India,25.30
1825,Delhi,India,25.11
1826,Delhi,India,25.12
1827,Delhi,India,25.36
1828,Delhi,India,24.90
1829,Delhi,India,24.71
1830,Delhi,India,25.07
1831,Delhi,India,24.43
1832,Delhi,India,24.62
1833,Delhi,India,24.85
1834,Delhi,India,24.82
1835,Delhi,India,23.90
1836,Delhi,India,24.54
1837,Delhi,India,24.42
1838,Delhi,India,24.38
1839,Delhi,India,24.45
1840,Delhi,India,24.72
1841,Delhi,India,24.49
1842,Delhi,India,24.78
1843,Delhi,India,24.75
1844,Delhi,India,24.36
1845,Delhi,India,24.60
1846,Delhi,India,25.16
1847,Delhi,India,24.66
1848,Delhi,India,24.45
1849,Delhi,India,24.49
1850,Delhi,India,24.78
1851,Delhi,India,24.76
1852,Delhi,India,24.65
1853,Delhi,India,24.88
1854,Delhi,India,25.02
1855,Delhi,India,25.24
1856,Delhi,India,23.86
1857,Delhi,India,24.30
1858,Delhi,India,
1859,Delhi,India,
1860,Delhi,India,
1861,Delhi,India,
1862,Delhi,India,
1863,Delhi,India,
1864,Delhi,India,
1865,Delhi,India,
1866,Delhi,India,
1867,Delhi,India,
1868,Delhi,India,
1869,Delhi,India,
1870,Delhi,India,24.89
1871,Delhi,India,24.88
1872,Delhi,India,24.94
1873,Delhi,India,25.06
1874,Delhi,India,24.25
1875,Delhi,India,25.38
1876,Delhi,India,24.93
1877,Delhi,India,25.08
1878,Delhi,India,25.18
1879,Delhi,India,24.86
1880,Delhi,India,25.45
1881,Delhi,India,25.09
1882,Delhi,India,24.89
1883,Delhi,India,24.82
1884,Delhi,India,24.67
1885,Delhi,India,24.38
1886,Delhi,India,24.89
1887,Delhi,India,24.90
1888,Delhi,India,24.88
1889,Delhi,India,25.21
1890,Delhi,India,25.06
1891,Delhi,India,24.68
1892,Delhi,India,25.49
1893,Delhi,India,23.84
1894,Delhi,India,24.74
1895,Delhi,India,25.15
1896,Delhi,India,25.83
1897,Delhi,India,25.39
1898,Delhi,India,25.55
1899,Delhi,India,25.86
1900,Delhi,India,25.56
1901,Delhi,India,25.49
1902,Delhi,India,25.66
1903,Delhi,India,25.14
1904,Delhi,India,25.07
1905,Delhi,India,24.75
1906,Delhi,India,25.17
1907,Delhi,India,25.02
1908,Delhi,India,25.14
1909,Delhi,India,24.75
1910,Delhi,India,24.81
1911,Delhi,India,25.36
1912,Delhi,India,25.25
1913,Delhi,India,24.94
1914,Delhi,India,25.12
1915,Delhi,India,25.73
1916,Delhi,India,25.07
1917,Delhi,India,23.84
1918,Delhi,India,25.28
1919,Delhi,India,24.84
1920,Delhi,India,24.99
1921,Delhi,India,26.04
1922,Delhi,India,25.18
1923,Delhi,India,25.26
1924,Delhi,India,24.98
1925,Delhi,India,24.85
1926,Delhi,India,24.78
1927,Delhi,India,24.73
1928,Delhi,India,25.65
1929,Delhi,India,25.39
1930,Delhi,India,25.10
1931,Delhi,India,25.58
1932,Delhi,India,25.63
1933,Delhi,India,24.52
1934,Delhi,India,24.96
1935,Delhi,India,24.81
1936,Delhi,India,24.76
1937,Delhi,India,24.81
1938,Delhi,India,25.36
1939,Delhi,India,25.24
1940,Delhi,India,25.07
1941,Delhi,India,26.30
1942,Delhi,India,25.40
1943,Delhi,India,25.25
1944,Delhi,India,24.98
1945,Delhi,India,24.78
1946,Delhi,India,25.47
1947,Delhi,India,25.72
1948,Delhi,India,25.45
1949,Delhi,India,25.60
1950,Delhi,India,24.66
1951,Delhi,India,25.58
1952,Delhi,India,25.84
1953,Delhi,India,26.14
1954,Delhi,India,25.68
1955,Delhi,India,25.15
1956,Delhi,India,25.30
1957,Delhi,India,24.91
1958,Delhi,India,25.93
1959,Delhi,India,25.56
1960,Delhi,India,25.53
1961,Delhi,India,24.80
1962,Delhi,India,25.18
1963,Delhi,India,25.46
1964,Delhi,India,25.05
1965,Delhi,India,25.26
1966,Delhi,India,25.52
1967,Delhi,India,24.98
1968,Delhi,India,25.02
1969,Delhi,India,25.80
1970,Delhi,India,25.39
1971,Delhi,India,24.81
1972,Delhi,India,25.42
1973,Delhi,India,25.56
1974,Delhi,India,25.52
1975,Delhi,India,25.02
1976,Delhi,India,25.33
1977,Delhi,India,25.41
1978,Delhi,India,25.21
1979,Delhi,India,25.81
1980,Delhi,India,26.02
1981,Delhi,India,25.79
1982,Delhi,India,25.18
1983,Delhi,India,24.75
1984,Delhi,India,25.56
1985,Delhi,India,25.86
1986,Delhi,India,25.31
1987,Delhi,India,26.54
1988,Delhi,India,26.11
1989,Delhi,India,25.43
1990,Delhi,India,25.54
1991,Delhi,India,25.74
1992,Delhi,India,25.52
1993,Delhi,India,25.92
1994,Delhi,India,25.87
1995,Delhi,India,25.92
1996,Delhi,India,25.55
1997,Delhi,India,24.71
1998,Delhi,India,25.77
1999,Delhi,India,26.36
2000,Delhi,India,26.05
2001,Delhi,India,25.86
2002,Delhi,India,26.63
2003,Delhi,India,25.72
2004,Delhi,India,26.24
2005,Delhi,India,25.72
2006,Delhi,India,26.37
2007,Delhi,India,26.15
2008,Delhi,India,25.68
2009,Delhi,India,26.55
2010,Delhi,India,26.52
2011,Delhi,India,25.63
2012,Delhi,India,25.89
2013,Delhi,India,26.71
1796,Haora,India,25.89
1797,Haora,India,26.99
1798,Haora,India,25.56
1799,Haora,India,26.15
1800,Haora,India,26.09
1801,Haora,India,25.48
1802,Haora,India,26.54
1803,Haora,India,26.30
1804,Haora,India,26.62
1805,Haora,India,26.20
1806,Haora,India,26.11
1807,Haora,India,25.59
1808,Haora,India,
1809,Haora,India,
1810,Haora,India,
1811,Haora,India,
1812,Haora,India,
1813,Haora,India,25.45
1814,Haora,India,24.95
1815,Haora,India,24.98
1816,Haora,India,24.77
1817,Haora,India,24.77
1818,Haora,India,24.74
1819,Haora,India,24.54
1820,Haora,India,24.87
1821,Haora,India,25.82
1822,Haora,India,26.02
1823,Haora,India,25.69
1824,Haora,India,26.21
1825,Haora,India,25.99
1826,Haora,India,26.02
1827,Haora,India,26.19
1828,Haora,India,25.80
1829,Haora,India,25.61
1830,Haora,India,25.90
1831,Haora,India,25.37
1832,Haora,India,25.73
1833,Haora,India,25.79
1834,Haora,India,25.55
1835,Haora,India,24.52
1836,Haora,India,25.61
1837,Haora,India,25.48
1838,Haora,India,25.43
1839,Haora,India,25.46
1840,Haora,India,25.84
1841,Haora,India,25.89
1842,Haora,India,25.58
1843,Haora,India,25.61
1844,Haora,India,25.21
1845,Haora,India,25.43
1846,Haora,India,25.59
1847,Haora,India,25.26
1848,Haora,India,25.28
1849,Haora,India,25.24
1850,Haora,India,25.79
1851,Haora,India,25.74
1852,Haora,India,25.45
1853,Haora,India,25.94
1854,Haora,India,25.96
1855,Haora,India,25.91
1856,Haora,India,25.46
1857,Haora,India,25.16
1858,Haora,India,25.77
1859,Haora,India,25.83
1860,Haora,India,25.56
1861,Haora,India,25.49
1862,Haora,India,20.97
1863,Haora,India,25.72
1864,Haora,India,25.54
1865,Haora,India,25.92
1866,Haora,India,26.03
1867,Haora,India,25.99
1868,Haora,India,25.64
1869,Haora,India,25.64
1870,Haora,India,25.67
1871,Haora,India,25.89
1872,Haora,India,25.88
1873,Haora,India,25.90
1874,Haora,India,25.71
1875,Haora,India,25.84
1876,Haora,India,25.78
1877,Haora,India,25.72
1878,Haora,India,26.35
1879,Haora,India,26.26
1880,Haora,India,25.72
1881,Haora,India,25.75
1882,Haora,India,25.94
1883,Haora,India,25.49
1884,Haora,India,25.42
1885,Haora,India,25.89
1886,Haora,India,25.97
1887,Haora,India,25.53
1888,Haora,India,25.82
1889,Haora,India,26.32
1890,Haora,India,25.77
1891,Haora,India,25.72
1892,Haora,India,25.98
1893,Haora,India,24.94
1894,Haora,India,26.05
1895,Haora,India,25.90
1896,Haora,India,26.46
1897,Haora,India,26.38
1898,Haora,India,25.98
1899,Haora,India,25.89
1900,Haora,India,26.40
1901,Haora,India,26.22
1902,Haora,India,26.10
1903,Haora,India,26.18
1904,Haora,India,25.91
1905,Haora,India,25.31
1906,Haora,India,26.05
1907,Haora,India,25.89
1908,Haora,India,26.13
1909,Haora,India,26.10
1910,Haora,India,25.80
1911,Haora,India,25.88
1912,Haora,India,25.97
1913,Haora,India,25.56
1914,Haora,India,25.79
1915,Haora,India,26.36
1916,Haora,India,26.13
1917,Haora,India,25.61
1918,Haora,India,25.70
1919,Haora,India,26.07
1920,Haora,India,26.19
1921,Haora,India,26.15
1922,Haora,India,26.15
1923,Haora,India,26.11
1924,Haora,India,26.55
1925,Haora,India,25.75
1926,Haora,India,26.03
1927,Haora,India,26.12
1928,Haora,India,26.33
1929,Haora,India,26.05
1930,Haora,India,26.01
1931,Haora,India,26.40
1932,Haora,India,26.43
1933,Haora,India,25.82
1934,Haora,India,26.05
1935,Haora,India,26.28
1936,Haora,India,26.07
1937,Haora,India,25.81
1938,Haora,India,26.22
1939,Haora,India,26.45
1940,Haora,India,26.22
1941,Haora,India,26.61
1942,Haora,India,26.47
1943,Haora,India,26.22
1944,Haora,India,26.24
1945,Haora,India,25.98
1946,Haora,India,26.13
1947,Haora,India,26.49
1948,Haora,India,26.25
1949,Haora,India,25.87
1950,Haora,India,26.16
1951,Haora,India,26.66
1952,Haora,India,26.39
1953,Haora,India,26.74
1954,Haora,India,26.45
1955,Haora,India,26.38
1956,Haora,India,26.14
1957,Haora,India,26.62
1958,Haora,India,27.19
1959,Haora,India,26.30
1960,Haora,India,26.59
1961,Haora,India,26.21
1962,Haora,India,26.18
1963,Haora,India,26.35
1964,Haora,India,26.62
1965,Haora,India,26.32
1966,Haora,India,26.78
1967,Haora,India,26.32
1968,Haora,India,26.15
1969,Haora,India,26.57
1970,Haora,India,26.41
1971,Haora,India,25.61
1972,Haora,India,26.42
1973,Haora,India,26.39
1974,Haora,India,26.29
1975,Haora,India,26.36
1976,Haora,India,26.53
1977,Haora,India,26.31
1978,Haora,India,26.15
1979,Haora,India,27.00
1980,Haora,India,26.66
1981,Haora,India,25.95
1982,Haora,India,26.48
1983,Haora,India,26.32
1984,Haora,India,26.22
1985,Haora,India,26.67
1986,Haora,India,26.46
1987,Haora,India,26.85
1988,Haora,India,26.89
1989,Haora,India,26.49
1990,Haora,India,26.36
1991,Haora,India,26.54
1992,Haora,India,26.41
1993,Haora,India,26.34
1994,Haora,India,26.54
1995,Haora,India,26.62
1996,Haora,India,26.65
1997,Haora,India,26.19
1998,Haora,India,26.69
1999,Haora,India,26.86
2000,Haora,India,26.49
2001,Haora,India,26.52
2002,Haora,India,26.70
2003,Haora,India,26.56
2004,Haora,India,26.63
2005,Haora,India,26.73
2006,Haora,India,26.99
2007,Haora,India,26.58
2008,Haora,India,26.52
2009,Haora,India,27.15
2010,Haora,India,27.29
2011,Haora,India,26.41
2012,Haora,India,26.94
2013,Haora,India,27.37
1796,Hyderabad,India,26.53
1797,Hyderabad,India,27.48
1798,Hyderabad,India,26.20
1799,Hyderabad,India,26.84
1800,Hyderabad,India,26.88
1801,Hyderabad,India,26.05
1802,Hyderabad,India,27.44
1803,Hyderabad,India,27.22
1804,Hyderabad,India,27.65
1805,Hyderabad,India,27.02
1806,Hyderabad,India,26.89
1807,Hyderabad,India,26.15
1808,Hyderabad,India,
1809,Hyderabad,India,
1810,Hyderabad,India,
1811,Hyderabad,India,
1812,Hyderabad,India,
1813,Hyderabad,India,26.25
1814,Hyderabad,India,25.65
1815,Hyderabad,India,25.80
1816,Hyderabad,India,25.38
1817,Hyderabad,India,25.61
1818,Hyderabad,India,25.83
1819,Hyderabad,India,25.78
1820,Hyderabad,India,25.88
1821,Hyderabad,India,26.45
1822,Hyderabad,India,26.43
1823,Hyderabad,India,26.65
1824,Hyderabad,India,27.10
1825,Hyderabad,India,26.72
1826,Hyderabad,India,26.89
1827,Hyderabad,India,26.73
1828,Hyderabad,India,26.63
1829,Hyderabad,India,26.47
1830,Hyderabad,India,26.45
1831,Hyderabad,India,26.41
1832,Hyderabad,India,26.63
1833,Hyderabad,India,26.50
1834,Hyderabad,India,26.56
1835,Hyderabad,India,25.80
1836,Hyderabad,India,26.19
1837,Hyderabad,India,26.24
1838,Hyderabad,India,26.33
1839,Hyderabad,India,26.34
1840,Hyderabad,India,26.44
1841,Hyderabad,India,26.12
1842,Hyderabad,India,26.27
1843,Hyderabad,India,26.01
1844,Hyderabad,India,26.08
1845,Hyderabad,India,26.39
1846,Hyderabad,India,26.82
1847,Hyderabad,India,26.31
1848,Hyderabad,India,26.32
1849,Hyderabad,India,26.26
1850,Hyderabad,India,26.47
1851,Hyderabad,India,26.45
1852,Hyderabad,India,26.40
1853,Hyderabad,India,26.70
1854,Hyderabad,India,26.79
1855,Hyderabad,India,26.81
1856,Hyderabad,India,26.24
1857,Hyderabad,India,25.82
1858,Hyderabad,India,26.60
1859,Hyderabad,India,26.60
1860,Hyderabad,India,26.41
1861,Hyderabad,India,26.26
1862,Hyderabad,India,24.38
1863,Hyderabad,India,
1864,Hyderabad,India,
1865,Hyderabad,India,26.96
1866,Hyderabad,India,26.97
1867,Hyderabad,India,26.91
1868,Hyderabad,India,26.80
1869,Hyderabad,India,26.78
1870,Hyderabad,India,26.45
1871,Hyderabad,India,26.59
1872,Hyderabad,India,26.54
1873,Hyderabad,India,26.60
1874,Hyderabad,India,26.57
1875,Hyderabad,India,26.60
1876,Hyderabad,India,26.90
1877,Hyderabad,India,27.22
1878,Hyderabad,India,27.34
1879,Hyderabad,India,26.29
1880,Hyderabad,India,26.71
1881,Hyderabad,India,26.61
1882,Hyderabad,India,26.52
1883,Hyderabad,India,26.28
1884,Hyderabad,India,26.18
1885,Hyderabad,India,26.53
1886,Hyderabad,India,26.51
1887,Hyderabad,India,26.28
1888,Hyderabad,India,26.81
1889,Hyderabad,India,26.89
1890,Hyderabad,India,26.69
1891,Hyderabad,India,27.00
1892,Hyderabad,India,26.79
1893,Hyderabad,India,25.90
1894,Hyderabad,India,26.75
1895,Hyderabad,India,26.63
1896,Hyderabad,India,27.44
1897,Hyderabad,India,27.60
1898,Hyderabad,India,26.89
1899,Hyderabad,India,27.19
1900,Hyderabad,India,27.65
1901,Hyderabad,India,27.01
1902,Hyderabad,India,27.38
1903,Hyderabad,India,26.73
1904,Hyderabad,India,26.68
1905,Hyderabad,India,26.92
1906,Hyderabad,India,27.10
1907,Hyderabad,India,26.67
1908,Hyderabad,India,26.65
1909,Hyderabad,India,26.77
1910,Hyderabad,India,26.61
1911,Hyderabad,India,27.03
1912,Hyderabad,India,27.15
1913,Hyderabad,India,27.03
1914,Hyderabad,India,26.75
1915,Hyderabad,India,27.01
1916,Hyderabad,India,26.66
1917,Hyderabad,India,25.93
1918,Hyderabad,India,26.76
1919,Hyderabad,India,27.05
1920,Hyderabad,India,27.24
1921,Hyderabad,India,26.94
1922,Hyderabad,India,26.85
1923,Hyderabad,India,26.93
1924,Hyderabad,India,27.13
1925,Hyderabad,India,26.56
1926,Hyderabad,India,27.13
1927,Hyderabad,India,27.25
1928,Hyderabad,India,27.19
1929,Hyderabad,India,27.20
1930,Hyderabad,India,27.03
1931,Hyderabad,India,27.11
1932,Hyderabad,India,26.66
1933,Hyderabad,India,26.36
1934,Hyderabad,India,26.72
1935,Hyderabad,India,26.98
1936,Hyderabad,India,27.09
1937,Hyderabad,India,26.85
1938,Hyderabad,India,26.68
1939,Hyderabad,India,26.85
1940,Hyderabad,India,26.72
1941,Hyderabad,India,27.74
1942,Hyderabad,India,27.19
1943,Hyderabad,India,26.53
1944,Hyderabad,India,26.85
1945,Hyderabad,India,26.70
1946,Hyderabad,India,26.93
1947,Hyderabad,India,27.07
1948,Hyderabad,India,27.26
1949,Hyderabad,India,26.86
1950,Hyderabad,India,26.88
1951,Hyderabad,India,27.10
1952,Hyderabad,India,27.28
1953,Hyderabad,India,27.44
1954,Hyderabad,India,27.03
1955,Hyderabad,India,26.81
1956,Hyderabad,India,26.79
1957,Hyderabad,India,27.24
1958,Hyderabad,India,27.55
1959,Hyderabad,India,27.38
1960,Hyderabad,India,27.31
1961,Hyderabad,India,27.04
1962,Hyderabad,India,26.73
1963,Hyderabad,India,26.81
1964,Hyderabad,India,27.20
1965,Hyderabad,India,27.21
1966,Hyderabad,India,27.46
1967,Hyderabad,India,27.01
1968,Hyderabad,India,26.90
1969,Hyderabad,India,27.34
1970,Hyderabad,India,26.84
1971,Hyderabad,India,26.71
1972,Hyderabad,India,27.68
1973,Hyderabad,India,27.63
1974,Hyderabad,India,27.01
1975,Hyderabad,India,26.72
1976,Hyderabad,India,27.12
1977,Hyderabad,India,27.32
1978,Hyderabad,India,27.01
1979,Hyderabad,India,27.67
1980,Hyderabad,India,27.70
1981,Hyderabad,India,27.10
1982,Hyderabad,India,27.43
1983,Hyderabad,India,27.35
1984,Hyderabad,India,27.38
1985,Hyderabad,India,27.51
